iter	Logloss
269	0.0008818821609
270	0.000881761238
271	0.0008817185462
272	0.0008817338943
273	0.0008816727996
274	0.0008816375583
275	0.0008816678822
276	0.0008816082776
277	0.00088158831
278	0.0008815762401
279	0.0008815953135
280	0.0008816073835
281	0.0008815326542
282	0.0008815273643
283	0.000881498307
284	0.000881504491
285	0.0008814173937
286	0.0008814100921
287	0.0008814033866
288	0.0008813154697
289	0.0008811762929
290	0.0008811436594
291	0.0008811584115
292	0.0008807934821
293	0.0008808391541
294	0.0008808309585
295	0.0008808980882
296	0.0008808301389
297	0.0008807276189
298	0.0008807658404
299	0.0008806796372
300	0.0008806020021
301	0.0008802556992
302	0.0008799219131
303	0.0008784228563
304	0.0008783954382
305	0.0008783853054
306	0.0008781746775
307	0.0008782295138
308	0.000877360329
309	0.000877379626
310	0.0008772424608
311	0.0008772424608
312	0.0008772424608
313	0.0008772424608
314	0.0008772424608
315	0.0008772424608
316	0.0008772424608
317	0.0008772424608
318	0.0008772424608
319	0.0008772424608
320	0.0008772424608
321	0.0008772424608
322	0.0008772424608
323	0.0008772424608
324	0.0008772424608
325	0.0008772424608
326	0.0008772424608
327	0.0008772424608
328	0.0008772424608
329	0.0008772424608
330	0.0008772424608
331	0.0008772424608
332	0.0008772424608
333	0.0008772424608
334	0.0008772424608
335	0.0008772424608
336	0.0008772424608
337	0.0008772424608
338	0.0008772424608
339	0.0008772424608
340	0.0008772424608
341	0.0008772424608
342	0.0008772424608
343	0.0008772424608
344	0.0008772424608
345	0.0008772424608
346	0.0008772424608
347	0.0008772424608
348	0.0008772424608
349	0.0008772424608
350	0.0008772424608
351	0.0008772424608
352	0.0008772424608
353	0.0008772424608
354	0.0008772424608
355	0.0008772424608
356	0.0008772424608
357	0.0008772424608
358	0.0008772424608
359	0.0008772424608
360	0.0008772424608
361	0.0008772424608
362	0.0008772424608
363	0.0008772424608
364	0.0008772424608
365	0.0008772424608
366	0.0008772424608
367	0.0008772424608
368	0.0008772424608
369	0.0008772424608
370	0.0008772424608
371	0.0008772424608
372	0.0008772424608
373	0.0008772424608
374	0.0008772424608
375	0.0008772424608
376	0.0008772424608
377	0.0008772424608
378	0.0008772424608
379	0.0008772424608
380	0.0008772424608
381	0.0008772424608
382	0.0008772424608
383	0.0008772424608
384	0.0008772424608
385	0.0008772424608
386	0.0008772424608
387	0.0008772424608
388	0.0008772424608
389	0.0008772424608
390	0.0008772424608
391	0.0008772424608
392	0.0008772424608
393	0.0008772424608
394	0.0008772424608
395	0.0008772424608
396	0.0008772424608
397	0.0008772424608
398	0.0008772424608
399	0.0008772424608
400	0.0008772424608
401	0.0008772424608
402	0.0008772424608
403	0.0008772424608
404	0.0008772424608
405	0.0008772424608
406	0.0008772424608
407	0.0008772424608
408	0.0008772424608
409	0.0008772424608
410	0.0008772424608
411	0.0008772424608
412	0.0008772424608
413	0.0008772424608
414	0.0008772424608
415	0.0008772424608
416	0.0008772424608
417	0.0008772424608
418	0.0008772424608
419	0.0008772424608
420	0.0008772424608
421	0.0008772424608
422	0.0008772424608
423	0.0008772424608
424	0.0008772424608
425	0.0008772424608
426	0.0008772424608
427	0.0008772424608
428	0.0008772424608
429	0.0008772424608
430	0.0008772424608
431	0.0008772424608
432	0.0008772424608
433	0.0008772424608
434	0.0008772424608
435	0.0008772424608
436	0.0008772424608
437	0.0008772424608
438	0.0008772424608
439	0.0008772424608
440	0.0008772424608
441	0.0008772424608
442	0.0008772424608
443	0.0008772424608
444	0.0008772424608
445	0.0008772424608
446	0.0008772424608
447	0.0008772424608
448	0.0008772424608
449	0.0008772424608
450	0.0008772424608
451	0.0008772424608
452	0.0008772424608
453	0.0008772424608
454	0.0008772424608
455	0.0008772424608
456	0.0008772424608
457	0.0008772424608
458	0.0008772424608
459	0.0008772424608
460	0.0008772424608
461	0.0008772424608
462	0.0008772424608
463	0.0008772424608
464	0.0008772424608
465	0.0008772424608
466	0.0008772424608
467	0.0008772424608
468	0.0008772424608
469	0.0008772424608
470	0.0008772424608
471	0.0008772424608
472	0.0008772424608
473	0.0008772424608
474	0.0008772424608
475	0.0008772424608
476	0.0008772424608
477	0.0008772424608
478	0.0008772424608
479	0.0008772424608
480	0.0008772424608
481	0.0008772424608
482	0.0008772424608
483	0.0008772424608
484	0.0008772424608
485	0.0008772424608
486	0.0008772424608
487	0.0008772424608
488	0.0008772424608
489	0.0008772424608
490	0.0008772424608
491	0.0008772424608
492	0.0008772424608
493	0.0008772424608
494	0.0008772424608
495	0.0008772424608
496	0.0008772424608
497	0.0008772424608
498	0.0008772424608
499	0.0008772424608
