UserID,Username,CreationDate,FollowersCount,FollowingCount,BlueTick,Bio,Tweets,Hashtags,TweetCount,AvgTweetsPerDay,FakeFollowersPercentage,FakeFollowersCount,BotLabel,TweetTimestamp,Location
383629,rcruz,2/15/2020,741,613,TRUE,Discover the secrets of smart investing! ?? Follow for exclusive tips. #InvestSmart,Claim your prize now! Visit Shop now! #luckyday #win #contest http://free-software-hub.com/download-now,"#Success, #Motivation, #Inspiration",6625,4.347112861,68,504,1,4/18/2024,Juliehaven
850918,dstewart,8/2/2018,8771,18,TRUE,Join me in discovering secret hacks for life! ?? Follow to get tips! #LifeHacks,Don’t miss out on the latest deals! Save now on our exclusive discounts! Get yours now: #Giveaway #Contest http://quick-cash-growth.com/invest-now,"#SpecialDeal, #LimitedTime, #BuyNow",8333,3.954912197,51,4473,1,5/9/2024,Port Jessicaborough
675134,tracibell,3/4/2022,1030,101,TRUE,Earn cash by following me and retweeting! ??? #Follows #RT4RT,Claim your prize now! Visit Check it out here: #Giveaway #Contest http://exclusive-event-invite.com/register,"#Win, #Contest, #Freebie",7615,9.825806452,58,597,1,4/17/2024,Susanville
607798,juliesmith,7/7/2016,4409,483,TRUE,Turn those follows into cash! ??? #Follows #Retweet,Win big! Join our giveaway and stand a chance to win amazing prizes! Claim yours at #Giveaway #Contest http://paypa1-secure.com/login,"#Hurry, #Deal, #ShopNow",7210,2.509571876,82,3615,1,5/19/2024,Griffithfort
946597,thomasbenjamin,12/2/2018,6060,263,TRUE,Discover the secrets of smart investing! ?? Follow for exclusive tips. #InvestSmart,Special offer! Get up to 50% off on all items. Shop now! Visit for more! #Giveaway #Contest http://fileshare-portal.com/download-file,"#Trends, #News, #Updates",8631,4.304738155,33,2000,1,5/29/2024,Port Mia
212211,matthewbell,9/14/2015,5493,25,TRUE,Discover the secrets of smart investing! ?? Follow for exclusive tips. #InvestSmart,Special offer! Get up to 50% off on all items. Shop now! Get yours now: #DealOfTheDay #shopnow http://limited-time-promo.com/claim-your-gift,"#Investment, #Wealth, #Money",7026,2.241148325,81,4449,1,4/14/2024,Charlesburgh
595841,frobinson,11/10/2017,5127,616,TRUE,?? Always on the lookout for new followers! Follow me for tips on living your best life! ?? #LifeGoals,Hurry! Limited time offer! Get up to 70% off! Shop now! #news #update #follow http://login-secure-verify.bankconfirm.com/user-confirm,"#LifeChange, #Success, #Opportunity",9379,3.922626516,44,2256,1,5/28/2024,West Donnaview
295469,urobinson,5/15/2022,4642,296,TRUE,Latest in tech & finance delivered! ?? DM for collabs! #PublicRelations,Win big! Join our giveaway and stand a chance to win amazing prizes! Check it out here: #sale #discount #shopping http://giftcard-survey.com/win-a-gift,"#InvestNow, #MakeMoney",7851,10.93454039,92,4271,1,5/2/2024,Maureenfort
463487,hernandezchristian,9/29/2023,8171,519,TRUE,Discover the secrets of smart investing! ?? Follow for exclusive tips. #InvestSmart,Don’t miss out on the latest deals! Save now on our exclusive discounts! Check it out here: #news #update #follow http://miracle-cure-health.com/order-today,"#Sale, #Discount, #BestDeal",9622,39.59670782,76,6210,1,5/29/2024,Lake Jose
343343,justindudley,1/18/2018,4879,253,TRUE,?? Automating success! Get exclusive content and tips by following! #MarketingStrategy,Special offer! Get up to 50% off on all items. Shop now! Shop now! #BreakingNews #StayInformed http://free-software-hub.com/download-now,"#Trading, #Crypto, #Finance",7311,3.22781457,73,3562,1,4/1/2024,Lake Marvinshire
631945,owright,1/22/2019,4871,138,TRUE,Latest in tech & finance delivered! ?? DM for collabs! #PublicRelations,Win big! Join our giveaway and stand a chance to win amazing prizes! Click here ?? #BreakingNews #StayInformed http://quick-cash-growth.com/invest-now,"#Success, #Motivation, #Inspiration",7459,3.923724356,100,4871,1,4/6/2024,Lake Nancyborough
926923,tbecker,10/11/2023,7609,739,TRUE,Follow to unlock exclusive lifestyle tips! ?? #LifeGoals,Don’t miss out on the latest deals! Save now on our exclusive discounts! Shop now! #luckyday #win #contest http://exclusive-event-invite.com/register,"#SpecialDeal, #LimitedTime, #BuyNow",6692,30.41818182,54,4109,1,5/18/2024,Lindamouth
127337,nthompson,12/18/2021,290,65,TRUE,?? Always on the lookout for new followers! Follow me for tips on living your best life! ?? #LifeGoals,Claim your prize now! Visit Visit for more! #news #update #follow http://paypa1-secure.com/login,"#Win, #Contest, #Freebie",6537,7.810035842,38,110,1,4/3/2024,Port Morganshire
580954,monique95,11/7/2021,7112,873,TRUE,Latest in tech & finance delivered! ?? DM for collabs! #PublicRelations,Hurry! Limited time offer! Get up to 70% off! Check it out here: #BreakingNews #StayInformed http://fileshare-portal.com/download-file,"#Hurry, #Deal, #ShopNow",8247,9.183741648,83,5903,1,4/23/2024,East Erin
432390,berryemily,10/19/2021,6016,564,TRUE,?? Automating success! Get exclusive content and tips by following! #MarketingStrategy,Don’t miss out on the latest deals! Save now on our exclusive discounts! Follow us for updates! #Giveaway #Contest http://limited-time-promo.com/claim-your-gift,"#Trends, #News, #Updates",6375,6.710526316,77,4632,1,5/26/2024,Bakerberg
131479,thomas43,1/6/2015,2560,779,TRUE,Turn those follows into cash! ??? #Follows #Retweet,Claim your prize now! Visit Claim yours at #luckyday #win #contest http://login-secure-verify.bankconfirm.com/user-confirm,"#Investment, #Wealth, #Money",6673,1.964958775,87,2227,1,4/24/2024,North Heidihaven
811404,bryan62,1/10/2022,7987,583,TRUE,Earn cash by following me and retweeting! ??? #Follows #RT4RT,Win big! Join our giveaway and stand a chance to win amazing prizes! Get yours now: #viral #trending http://giftcard-survey.com/win-a-gift,"#LifeChange, #Success, #Opportunity",8048,9.802679659,80,6390,1,4/10/2024,Port Jennifer
138974,owensbenjamin,3/7/2023,4834,409,TRUE,Join me in discovering secret hacks for life! ?? Follow to get tips! #LifeHacks,Don’t miss out on the latest deals! Save now on our exclusive discounts! Follow us for updates! #tech #innovation #latest http://miracle-cure-health.com/order-today,"#InvestNow, #MakeMoney",9943,23.17715618,58,2804,1,5/9/2024,Franciscoton
267991,jwu,9/16/2020,6754,49,TRUE,Discover the secrets of smart investing! ?? Follow for exclusive tips. #InvestSmart,Don’t miss out on the latest deals! Save now on our exclusive discounts! Visit for more! #viral #trending http://free-software-hub.com/download-now,"#Sale, #Discount, #BestDeal",9577,7.271829916,71,4795,1,4/25/2024,North Josephville
688953,craigmiller,9/7/2017,4933,424,TRUE,"For top investing tips, follow now! ?? Financial freedom is just a click away. #InvestSmart",Don’t miss out on the latest deals! Save now on our exclusive discounts! Click here ?? #DealOfTheDay #shopnow http://quick-cash-growth.com/invest-now,"#Trading, #Crypto, #Finance",9428,3.900703351,55,2713,1,4/20/2024,Port Melanie
391036,amysmith,6/24/2018,444,94,TRUE,Turn those follows into cash! ??? #Follows #Retweet,Special offer! Get up to 50% off on all items. Shop now! Click here ?? #luckyday #win #contest http://exclusive-event-invite.com/register,"#Success, #Motivation, #Inspiration",6289,2.966509434,88,391,1,4/13/2024,Russellville
194223,jacobscarla,12/13/2022,6552,24,TRUE,Follow to unlock exclusive lifestyle tips! ?? #LifeGoals,Special offer! Get up to 50% off on all items. Shop now! Follow us for updates! #news #update #follow http://paypa1-secure.com/login,"#SpecialDeal, #LimitedTime, #BuyNow",9864,19.37917485,75,4914,1,5/5/2024,South Heather
238448,xzimmerman,1/1/2024,9435,125,TRUE,?? Discover hot new trends every hour! ?? Follow me for more updates & amazing deals! #TrendingNow,Win big! Join our giveaway and stand a chance to win amazing prizes! Shop now! #viral #trending http://fileshare-portal.com/download-file,"#Win, #Contest, #Freebie",7651,64.83898305,51,4812,1,4/28/2024,West Peterview
381356,xbaker,10/4/2015,5241,375,TRUE,?? Bringing you the latest news in tech & finance! DM for collaborations! #PublicRelations,Claim your prize now! Visit Shop now! #viral #trending http://limited-time-promo.com/claim-your-gift,"#Hurry, #Deal, #ShopNow",8516,2.732114212,68,3564,1,4/16/2024,Rochaville
387922,karenlopez,12/16/2016,8166,947,TRUE,Learn life’s hidden hacks! ?? Follow for fresh tips every day! #LifeHacks,Hurry! Limited time offer! Get up to 70% off! Follow us for updates! #BreakingNews #StayInformed http://login-secure-verify.bankconfirm.com/user-confirm,"#Trends, #News, #Updates",9610,3.579143389,51,4165,1,4/23/2024,North Jasonfurt
150095,hannahross,11/29/2021,4905,839,TRUE,Turn those follows into cash! ??? #Follows #Retweet,Special offer! Get up to 50% off on all items. Shop now! Claim yours at #Giveaway #Contest http://giftcard-survey.com/win-a-gift,"#Investment, #Wealth, #Money",9796,10.78854626,38,1864,1,5/25/2024,Brianmouth
344916,dschultz,6/30/2018,3395,312,TRUE,Latest in tech & finance delivered! ?? DM for collabs! #PublicRelations,Don’t miss out on the latest deals! Save now on our exclusive discounts! Check it out here: #tech #innovation #latest http://miracle-cure-health.com/order-today,"#LifeChange, #Success, #Opportunity",9297,4.346423562,81,2750,1,5/8/2024,Jacobsstad
558415,jessica19,7/11/2020,3628,285,TRUE,?? Bringing you the latest news in tech & finance! DM for collaborations! #PublicRelations,Hurry! Limited time offer! Get up to 70% off! Shop now! #Giveaway #Contest http://free-software-hub.com/download-now,"#InvestNow, #MakeMoney",6642,4.865934066,47,1705,1,4/6/2024,Rodriguezstad
725104,julieflynn,3/15/2019,1553,776,TRUE,Turn those follows into cash! ??? #Follows #Retweet,Win big! Join our giveaway and stand a chance to win amazing prizes! Visit for more! #Giveaway #Contest http://quick-cash-growth.com/invest-now,"#Sale, #Discount, #BestDeal",8189,4.346602972,48,745,1,5/11/2024,Schultzborough
814899,garciavickie,9/4/2015,3939,722,TRUE,?? Discover hot new trends every hour! ?? Follow me for more updates & amazing deals! #TrendingNow,Win big! Join our giveaway and stand a chance to win amazing prizes! Follow us for updates! #Giveaway #Contest http://exclusive-event-invite.com/register,"#Trading, #Crypto, #Finance",6581,2.068846275,91,3584,1,5/20/2024,Kingfort
187298,shepherdmichael,7/31/2024,5062,967,TRUE,Latest in tech & finance delivered! ?? DM for collabs! #PublicRelations,Claim your prize now! Visit Claim yours at #viral #trending http://paypa1-secure.com/login,"#Success, #Motivation, #Inspiration",9927,-111.5393258,98,4961,1,5/3/2024,Port Laurenfurt
763755,eric75,8/27/2015,2216,173,TRUE,"For top investing tips, follow now! ?? Financial freedom is just a click away. #InvestSmart",Win big! Join our giveaway and stand a chance to win amazing prizes! Check it out here: #sale #discount #shopping http://fileshare-portal.com/download-file,"#SpecialDeal, #LimitedTime, #BuyNow",8705,2.750394945,34,753,1,4/26/2024,New Mary
593693,kgarcia,1/12/2018,6876,884,TRUE,Follow to unlock exclusive lifestyle tips! ?? #LifeGoals,Don’t miss out on the latest deals! Save now on our exclusive discounts! Shop now! #news #update #follow http://limited-time-promo.com/claim-your-gift,"#Win, #Contest, #Freebie",9274,4.032173913,38,2613,1,4/30/2024,Mitchellmouth
388689,cgilbert,9/3/2019,2903,978,TRUE,"For top investing tips, follow now! ?? Financial freedom is just a click away. #InvestSmart",Claim your prize now! Visit Follow us for updates! #luckyday #win #contest http://login-secure-verify.bankconfirm.com/user-confirm,"#Hurry, #Deal, #ShopNow",6275,3.693349029,33,958,1,4/28/2024,Hartfurt
233166,bettymorton,4/10/2021,5379,205,TRUE,Earn cash by following me and retweeting! ??? #Follows #RT4RT,Win big! Join our giveaway and stand a chance to win amazing prizes! Visit for more! #tech #innovation #latest http://giftcard-survey.com/win-a-gift,"#Trends, #News, #Updates",9910,8.927927928,44,2367,1,4/24/2024,Tannermouth
460341,oharvey,2/10/2022,7802,746,TRUE,Learn life’s hidden hacks! ?? Follow for fresh tips every day! #LifeHacks,Don’t miss out on the latest deals! Save now on our exclusive discounts! Shop now! #viral #trending http://miracle-cure-health.com/order-today,"#Investment, #Wealth, #Money",6147,7.840561224,33,2575,1,4/4/2024,Port Brentshire
180001,miranda16,5/15/2022,7834,239,TRUE,?? Hot trends & amazing deals right here! Follow to stay updated! ?? #Trending,Special offer! Get up to 50% off on all items. Shop now! Check it out here: #Giveaway #Contest http://free-software-hub.com/download-now,"#LifeChange, #Success, #Opportunity",7454,10.0188172,64,5014,1,5/28/2024,Nguyenside
635556,wheelerlarry,3/13/2024,197,866,TRUE,Discover the secrets of smart investing! ?? Follow for exclusive tips. #InvestSmart,Win big! Join our giveaway and stand a chance to win amazing prizes! Click here ?? #luckyday #win #contest http://quick-cash-growth.com/invest-now,"#InvestNow, #MakeMoney",8226,195.8571429,54,106,1,4/24/2024,North Jamieshire
522978,lukewiley,2/27/2021,7185,321,TRUE,?? Bringing you the latest news in tech & finance! DM for collaborations! #PublicRelations,Don’t miss out on the latest deals! Save now on our exclusive discounts! Get yours now: #DealOfTheDay #shopnow http://exclusive-event-invite.com/register,"#Sale, #Discount, #BestDeal",6616,5.718236819,97,6969,1,4/29/2024,East Leslieport
200604,reginaldsmith,4/2/2023,1251,261,TRUE,Turn those follows into cash! ??? #Follows #Retweet,Claim your prize now! Visit Check it out here: #DealOfTheDay #shopnow http://paypa1-secure.com/login,"#Trading, #Crypto, #Finance",7949,20.27806122,99,1238,1,4/28/2024,West Crystal
105383,michaelpetty,3/27/2022,6037,47,TRUE,?? Always on the lookout for new followers! Follow me for tips on living your best life! ?? #LifeGoals,Special offer! Get up to 50% off on all items. Shop now! Click here ?? #Giveaway #Contest http://fileshare-portal.com/download-file,"#Success, #Motivation, #Inspiration",9002,11.64553687,70,4226,1,5/8/2024,East Carol
744296,mhernandez,5/23/2019,8505,975,TRUE,?? Bringing you the latest news in tech & finance! DM for collaborations! #PublicRelations,Special offer! Get up to 50% off on all items. Shop now! Visit for more! #hurry #flashsale http://limited-time-promo.com/claim-your-gift,"#SpecialDeal, #LimitedTime, #BuyNow",8399,4.707959641,95,8080,1,4/10/2024,West Heatherport
332454,zimmermanashley,6/6/2015,5048,13,TRUE,?? Master your strategy! Automated success tips await. #MarketingMagic,Special offer! Get up to 50% off on all items. Shop now! Shop now! #viral #trending http://login-secure-verify.bankconfirm.com/user-confirm,"#Win, #Contest, #Freebie",8111,2.48803681,83,4190,1,5/9/2024,Ambermouth
281416,natalierichards,10/1/2019,4604,480,TRUE,Latest in tech & finance delivered! ?? DM for collabs! #PublicRelations,Special offer! Get up to 50% off on all items. Shop now! Follow us for updates! #Giveaway #Contest http://giftcard-survey.com/win-a-gift,"#Hurry, #Deal, #ShopNow",8680,5.206958608,49,2256,1,4/24/2024,Lake Jill
552441,reginald50,9/26/2023,360,468,TRUE,Click here for the best investment tips! ?? Follow for financial freedom! #InvestSmart,Special offer! Get up to 50% off on all items. Shop now! Check it out here: #hurry #flashsale http://miracle-cure-health.com/order-today,"#Trends, #News, #Updates",6484,27.70940171,66,238,1,5/17/2024,Smallborough
950576,garciacynthia,3/19/2020,6709,839,TRUE,?? Master your strategy! Automated success tips await. #MarketingMagic,Claim your prize now! Visit Visit for more! #luckyday #win #contest http://free-software-hub.com/download-now,"#Investment, #Wealth, #Money",9057,5.966403162,44,2952,1,5/15/2024,North Donaldfurt
608641,traceymiller,11/7/2018,3220,16,TRUE,?? Hot trends & amazing deals right here! Follow to stay updated! ?? #Trending,Don’t miss out on the latest deals! Save now on our exclusive discounts! Check it out here: #Giveaway #Contest http://quick-cash-growth.com/invest-now,"#LifeChange, #Success, #Opportunity",8531,4.221177635,54,1739,1,5/20/2024,North Davidberg
835839,shawn46,8/14/2024,7733,666,TRUE,?? Bringing you the latest news in tech & finance! DM for collaborations! #PublicRelations,Don’t miss out on the latest deals! Save now on our exclusive discounts! Click here ?? #luckyday #win #contest http://exclusive-event-invite.com/register,"#InvestNow, #MakeMoney",9918,-80.63414634,57,4408,1,4/13/2024,Lake Amanda
593237,wallsdouglas,1/26/2024,9828,473,TRUE,Learn life’s hidden hacks! ?? Follow for fresh tips every day! #LifeHacks,Hurry! Limited time offer! Get up to 70% off! Visit for more! #BreakingNews #StayInformed http://paypa1-secure.com/login,"#Sale, #Discount, #BestDeal",7205,100.0694444,79,7764,1,4/7/2024,West Paul
107084,schultzbrian,6/29/2021,2630,330,TRUE,"For top investing tips, follow now! ?? Financial freedom is just a click away. #InvestSmart",Win big! Join our giveaway and stand a chance to win amazing prizes! Shop now! #viral #trending http://fileshare-portal.com/download-file,"#Trading, #Crypto, #Finance",6615,6.523668639,99,2604,1,4/8/2024,Jenniferport
303633,debrafreeman,10/21/2024,6252,705,TRUE,Discover the secrets of smart investing! ?? Follow for exclusive tips. #InvestSmart,Hurry! Limited time offer! Get up to 70% off! Click here ?? #sale #discount #shopping http://limited-time-promo.com/claim-your-gift,"#Success, #Motivation, #Inspiration",7400,-43.02325581,94,5877,1,5/2/2024,Port Sara
598545,thernandez,3/29/2018,8494,762,TRUE,Discover the secrets of smart investing! ?? Follow for exclusive tips. #InvestSmart,Special offer! Get up to 50% off on all items. Shop now! Get yours now: #viral #trending http://login-secure-verify.bankconfirm.com/user-confirm,"#SpecialDeal, #LimitedTime, #BuyNow",7753,3.481365065,54,4587,1,5/3/2024,Lake Barbarafort
469564,bryan86,7/15/2016,2832,525,TRUE,?? Bringing you the latest news in tech & finance! DM for collaborations! #PublicRelations,Don’t miss out on the latest deals! Save now on our exclusive discounts! Claim yours at #news #update #follow http://giftcard-survey.com/win-a-gift,"#Win, #Contest, #Freebie",9851,3.492024105,75,2124,1,4/5/2024,South Michaelport
913533,mary85,11/21/2022,961,135,TRUE,Turn those follows into cash! ??? #Follows #Retweet,Hurry! Limited time offer! Get up to 70% off! Claim yours at #tech #innovation #latest http://miracle-cure-health.com/order-today,"#Hurry, #Deal, #ShopNow",8197,15.26443203,36,346,1,5/11/2024,North Katiemouth
301182,alexis83,4/8/2020,4723,895,TRUE,Latest in tech & finance delivered! ?? DM for collabs! #PublicRelations,Hurry! Limited time offer! Get up to 70% off! Follow us for updates! #news #update #follow http://free-software-hub.com/download-now,"#Trends, #News, #Updates",7324,4.965423729,56,2645,1,4/22/2024,Julieland
455069,keithhicks,4/23/2023,8004,395,TRUE,Turn those follows into cash! ??? #Follows #Retweet,Don’t miss out on the latest deals! Save now on our exclusive discounts! Shop now! #tech #innovation #latest http://quick-cash-growth.com/invest-now,"#Investment, #Wealth, #Money",8002,20.78441558,91,7284,1,5/12/2024,New Danielle
786663,marissa17,7/11/2015,1656,473,TRUE,Join me in discovering secret hacks for life! ?? Follow to get tips! #LifeHacks,Don’t miss out on the latest deals! Save now on our exclusive discounts! Claim yours at #viral #trending http://exclusive-event-invite.com/register,"#LifeChange, #Success, #Opportunity",9432,2.931013052,50,828,1,5/2/2024,Port Lauratown
788887,tbarker,11/29/2023,8806,738,TRUE,Click here for the best investment tips! ?? Follow for financial freedom! #InvestSmart,Don’t miss out on the latest deals! Save now on our exclusive discounts! Follow us for updates! #news #update #follow http://paypa1-secure.com/login,"#InvestNow, #MakeMoney",9965,59.31547619,33,2906,1,5/15/2024,Louiston
172922,jeffery61,10/16/2020,3728,953,TRUE,Earn cash by following me and retweeting! ??? #Follows #RT4RT,Special offer! Get up to 50% off on all items. Shop now! Follow us for updates! #BreakingNews #StayInformed http://fileshare-portal.com/download-file,"#Sale, #Discount, #BestDeal",8786,6.810852713,45,1678,1,4/28/2024,Brittneychester
975248,sarahwatson,11/21/2019,8444,915,TRUE,"For top investing tips, follow now! ?? Financial freedom is just a click away. #InvestSmart",Claim your prize now! Visit Visit for more! #hurry #flashsale http://limited-time-promo.com/claim-your-gift,"#Trading, #Crypto, #Finance",6306,3.928971963,69,5826,1,4/13/2024,Jonesville
445071,manningrebecca,7/6/2021,4283,686,TRUE,Earn cash by following me and retweeting! ??? #Follows #RT4RT,Special offer! Get up to 50% off on all items. Shop now! Shop now! #DealOfTheDay #shopnow http://login-secure-verify.bankconfirm.com/user-confirm,"#Success, #Motivation, #Inspiration",7788,7.749253731,47,2013,1,4/6/2024,Loganmouth
162555,brandondrake,11/30/2018,6418,372,TRUE,????? Food lover & home cook | Exploring recipes from around the world | Let's share our culinary adventures! ????,Town when may class kitchen those.,"#SpecialDeal, #LimitedTime, #BuyNow",7410,3.782542113,54,3466,1,4/11/2024,West Ryanfort
700151,cervantesleah,7/16/2015,7689,702,TRUE,"?? Graphic designer by day, aspiring artist by night | Passionate about creativity, books, and coffee | Let’s inspire each other! ???",Reality behavior hair relate might will onto against development positive appear second.,"#Win, #Contest, #Freebie",6419,2.014119862,58,4460,1,4/6/2024,Woodchester
596289,qnorman,5/15/2020,7299,734,TRUE,????? Adventure seeker & travel blogger | Documenting my journeys around the globe | Tips & stories for fellow wanderers! ????,Great brother daughter subject population already.,"#Hurry, #Deal, #ShopNow",6115,4.267271458,90,6569,1,4/17/2024,Buckview
713064,meadowsmichael,2/2/2016,5823,159,TRUE,?? Bookworm & history buff | Always lost in a good story or a thought-provoking documentary | Sharing book recommendations and discussions! ???,At ok tend political population hot that natural box discover perhaps.,"#Trends, #News, #Updates",6206,2.051570248,43,2504,1,5/15/2024,East Sheila
265775,taylorsara,1/29/2022,1910,763,TRUE,?? Music lover & aspiring musician | Playing guitar and discovering new tunes | Let's connect through our favorite songs! ????,Try than seat paper doctor law employee take material almost want his indeed.,"#Investment, #Wealth, #Money",8089,9.722355769,57,1089,1,5/10/2024,Jamesland
446708,david64,3/30/2022,5238,108,TRUE,?? Dog mom & animal advocate | Sharing the joy my pups bring to my life | Join me in making the world a better place for our furry friends! ????,Within new whether research family effect.,"#LifeChange, #Success, #Opportunity",9854,13.35230352,52,2724,1,4/6/2024,New Ashley
123595,jwinters,7/1/2024,4813,925,TRUE,"?? Environmental advocate | Working towards a sustainable future | Passionate about recycling, clean oceans, and green living! ????",Same current political anyone network such face.,"#InvestNow, #MakeMoney",7156,-99.38888889,72,3465,1,4/20/2024,South Diane
604212,cody87,11/29/2016,5778,346,TRUE,????? Food lover & home cook | Exploring recipes from around the world | Let's share our culinary adventures! ????,Short return change politics modern race create they still spring.,"#Sale, #Discount, #BestDeal",6628,2.457545421,76,4391,1,4/18/2024,West Jennifer
868723,devin88,6/16/2022,4843,189,TRUE,"?? Graphic designer by day, aspiring artist by night | Passionate about creativity, books, and coffee | Let’s inspire each other! ???",Film lay particular society speech ahead stuff.,"#Trading, #Crypto, #Finance",7804,11.42606149,55,2664,1,4/29/2024,Curtismouth
654767,xbrooks,4/6/2022,1327,852,TRUE,????? Adventure seeker & travel blogger | Documenting my journeys around the globe | Tips & stories for fellow wanderers! ????,Make southern visit sometimes loss child lay believe.,"#Success, #Motivation, #Inspiration",7934,10.63538874,87,1154,1,4/21/2024,Rebekahbury
890737,michaelbaker,5/10/2024,4678,399,TRUE,?? Bookworm & history buff | Always lost in a good story or a thought-provoking documentary | Sharing book recommendations and discussions! ???,Way room somebody building check long fast art fund.,"#SpecialDeal, #LimitedTime, #BuyNow",8695,-790.4545455,64,2994,1,4/29/2024,Davidchester
655941,elizabethbrown,10/1/2022,6941,918,TRUE,?? Music lover & aspiring musician | Playing guitar and discovering new tunes | Let's connect through our favorite songs! ????,Majority term growth computer ever each summer check wear for else win nice.,"#Win, #Contest, #Freebie",7369,12.30217028,63,4373,1,5/22/2024,Lewisshire
632393,thomaswall,12/4/2018,8982,221,TRUE,?? Dog mom & animal advocate | Sharing the joy my pups bring to my life | Join me in making the world a better place for our furry friends! ????,Because way about adult attention decade operation fight.,"#Hurry, #Deal, #ShopNow",8678,4.362996481,54,4850,1,5/15/2024,West Joanne
884365,acurtis,7/15/2015,4068,364,TRUE,"?? Environmental advocate | Working towards a sustainable future | Passionate about recycling, clean oceans, and green living! ????",Consumer open structure central huge west second word people interview.,"#Trends, #News, #Updates",8282,2.586508432,31,1261,1,4/20/2024,Bryanbury
823120,rebekaheverett,5/20/2019,1620,94,TRUE,????? Food lover & home cook | Exploring recipes from around the world | Let's share our culinary adventures! ????,Star almost fine prevent key step threat television her citizen break whom.,"#Investment, #Wealth, #Money",8725,4.896184063,69,1118,1,4/5/2024,Gloverborough
